"Dato";"Kumulativt antall";"Nye tilfeller"
"21.02.2020";0;0
"22.02.2020";0;0
"23.02.2020";0;0
"24.02.2020";0;0
"25.02.2020";0;0
"26.02.2020";0;0
"27.02.2020";0;0
"28.02.2020";0;0
"29.02.2020";0;0
"01.03.2020";0;0
"02.03.2020";0;0
"03.03.2020";0;0
"04.03.2020";0;0
"05.03.2020";3;3
"06.03.2020";3;0
"07.03.2020";3;0
"08.03.2020";3;0
"09.03.2020";4;1
"10.03.2020";5;1
"11.03.2020";8;3
"12.03.2020";9;1
"13.03.2020";10;1
"14.03.2020";12;2
"15.03.2020";12;0
"16.03.2020";14;2
"17.03.2020";18;4
"18.03.2020";18;0
"19.03.2020";18;0
"20.03.2020";20;2
"21.03.2020";22;2
"22.03.2020";23;1
"23.03.2020";28;5
"24.03.2020";29;1
"25.03.2020";37;8
"26.03.2020";43;6
"27.03.2020";46;3
"28.03.2020";49;3
"29.03.2020";50;1
"30.03.2020";61;11
"31.03.2020";65;4
"01.04.2020";71;6
"02.04.2020";73;2
"03.04.2020";74;1
"04.04.2020";75;1
"05.04.2020";76;1
"06.04.2020";80;4
"07.04.2020";87;7
"08.04.2020";90;3
"09.04.2020";90;0
"10.04.2020";93;3
"11.04.2020";97;4
"12.04.2020";97;0
"13.04.2020";102;5
"14.04.2020";106;4
"15.04.2020";109;3
"16.04.2020";109;0
"17.04.2020";109;0
"18.04.2020";110;1
"19.04.2020";110;0
"20.04.2020";110;0
"21.04.2020";111;1
"22.04.2020";112;1
"23.04.2020";113;1
"24.04.2020";114;1
"25.04.2020";114;0
"26.04.2020";114;0
"27.04.2020";114;0
"28.04.2020";114;0
"29.04.2020";115;1
"30.04.2020";115;0
"01.05.2020";116;1
"02.05.2020";116;0
"03.05.2020";116;0
"04.05.2020";116;0
"05.05.2020";116;0
"06.05.2020";116;0
"07.05.2020";116;0
"08.05.2020";116;0
"09.05.2020";116;0
"10.05.2020";116;0
"11.05.2020";116;0
"12.05.2020";117;1
"13.05.2020";117;0
"14.05.2020";117;0
"15.05.2020";117;0
"16.05.2020";117;0
"17.05.2020";117;0
"18.05.2020";117;0
"19.05.2020";119;2
"20.05.2020";120;1
"21.05.2020";120;0
"22.05.2020";120;0
"23.05.2020";120;0
"24.05.2020";120;0
"25.05.2020";120;0
"26.05.2020";120;0
"27.05.2020";120;0
"28.05.2020";120;0
"29.05.2020";120;0
"30.05.2020";120;0
"31.05.2020";120;0
"01.06.2020";120;0
"02.06.2020";120;0
"03.06.2020";120;0
"04.06.2020";121;1
"05.06.2020";121;0
"06.06.2020";121;0
"07.06.2020";121;0
"08.06.2020";121;0
"09.06.2020";121;0
"10.06.2020";121;0
"11.06.2020";121;0
"12.06.2020";121;0
"13.06.2020";121;0
"14.06.2020";121;0
"15.06.2020";121;0
"16.06.2020";122;1
"17.06.2020";122;0
"18.06.2020";123;1
"19.06.2020";124;1
"20.06.2020";124;0
"21.06.2020";124;0
"22.06.2020";124;0
"23.06.2020";124;0
"24.06.2020";124;0
"25.06.2020";125;1
"26.06.2020";125;0
"27.06.2020";125;0
"28.06.2020";125;0
"29.06.2020";126;1
"30.06.2020";126;0
"01.07.2020";126;0
"02.07.2020";127;1
"03.07.2020";127;0
"04.07.2020";127;0
"05.07.2020";127;0
"06.07.2020";127;0
"07.07.2020";127;0
"08.07.2020";128;1
"09.07.2020";128;0
"10.07.2020";129;1
"11.07.2020";129;0
"12.07.2020";129;0
"13.07.2020";129;0
"14.07.2020";129;0
"15.07.2020";129;0
"16.07.2020";129;0
"17.07.2020";129;0
"18.07.2020";129;0
"19.07.2020";129;0
"20.07.2020";129;0
"21.07.2020";129;0
"22.07.2020";129;0
"23.07.2020";129;0
"24.07.2020";129;0
"25.07.2020";129;0
"26.07.2020";129;0
"27.07.2020";130;1
"28.07.2020";130;0
"29.07.2020";130;0
"30.07.2020";130;0
"31.07.2020";131;1
"01.08.2020";131;0
"02.08.2020";131;0
"03.08.2020";133;2
"04.08.2020";136;3
"05.08.2020";138;2
"06.08.2020";138;0
"07.08.2020";138;0
"08.08.2020";138;0
"09.08.2020";138;0
"10.08.2020";140;2
"11.08.2020";140;0
"12.08.2020";143;3
"13.08.2020";143;0
"14.08.2020";145;2
"15.08.2020";145;0
"16.08.2020";145;0
"17.08.2020";150;5
"18.08.2020";155;5
"19.08.2020";164;9
"20.08.2020";166;2
"21.08.2020";172;6
"22.08.2020";173;1
"23.08.2020";176;3
"24.08.2020";177;1
"25.08.2020";177;0
"26.08.2020";181;4
"27.08.2020";181;0
"28.08.2020";181;0
"29.08.2020";181;0
"30.08.2020";181;0
"31.08.2020";182;1
"01.09.2020";184;2
"02.09.2020";184;0
"03.09.2020";184;0
"04.09.2020";185;1
"05.09.2020";185;0
"06.09.2020";185;0
"07.09.2020";186;1
"08.09.2020";187;1
"09.09.2020";189;2
"10.09.2020";191;2
"11.09.2020";196;5
"12.09.2020";197;1
"13.09.2020";197;0
"14.09.2020";201;4
"15.09.2020";203;2
"16.09.2020";203;0
"17.09.2020";204;1
"18.09.2020";206;2
"19.09.2020";207;1
"20.09.2020";207;0
"21.09.2020";208;1
"22.09.2020";208;0
"23.09.2020";208;0
"24.09.2020";209;1
"25.09.2020";210;1
"26.09.2020";210;0
"27.09.2020";210;0
"28.09.2020";211;1
"29.09.2020";212;1
"30.09.2020";213;1
"01.10.2020";216;3
"02.10.2020";217;1
"03.10.2020";217;0
"04.10.2020";217;0
"05.10.2020";222;5
"06.10.2020";222;0
"07.10.2020";224;2
"08.10.2020";224;0
"09.10.2020";224;0
"10.10.2020";224;0
"11.10.2020";224;0
"12.10.2020";228;4
"13.10.2020";231;3
"14.10.2020";231;0
"15.10.2020";234;3
"16.10.2020";235;1
"17.10.2020";235;0
"18.10.2020";237;2
"19.10.2020";242;5
"20.10.2020";244;2
"21.10.2020";247;3
"22.10.2020";249;2
"23.10.2020";262;13
"24.10.2020";265;3
"25.10.2020";271;6
"26.10.2020";280;9
"27.10.2020";287;7
"28.10.2020";299;12
"29.10.2020";304;5
"30.10.2020";307;3
"31.10.2020";313;6
"01.11.2020";315;2
"02.11.2020";328;13
"03.11.2020";348;20
"04.11.2020";362;14
"05.11.2020";379;17
"06.11.2020";399;20
"07.11.2020";407;8
"08.11.2020";414;7
"09.11.2020";415;1
